Id,ProductId,Score,review_year,review_month,star_sentiment,vader_sentiment,vader_compound,sentiment_agreement,helpfulness_ratio,is_helpful,jtbd_count,unmet_need,lda_topic_name,lda_topic_confidence,cluster_name,review_length,word_count
494092,B0030YOJIW,5,2010,11,Positive,Positive,0.9738,1,1.0,1,5,0,Pet Food & Treats,0.771,Mainstream Food Buyers,882,71
494095,B0030YOJIW,2,2010,5,Negative,Negative,-0.9765,1,0.8,1,5,1,General Product Experience,0.368,Mainstream Food Buyers,1433,109
494120,B00654I9E4,5,2012,2,Positive,Positive,0.8956,1,1.0,1,1,0,Cooking Ingredients & Sauces,0.767,Snack & Cooking Enthusiasts,261,19
494136,B001EPPRK8,5,2010,11,Positive,Positive,0.7717,1,1.0,1,3,0,Meal Prep & Easy Cooking,0.488,Mainstream Food Buyers,139,15
494147,B0017I3SNK,4,2007,10,Positive,Positive,0.8285,1,1.0,1,2,0,Snacks & Chocolate,0.798,Indulgent Snack Seekers,285,25
494192,B003ZT61BU,5,2010,11,Positive,Positive,0.9065,1,1.0,1,4,0,Snacks & Chocolate,0.905,Mainstream Food Buyers,101,9
494204,B0041PPH08,1,2012,4,Negative,Negative,-0.881,1,1.0,1,2,1,Daily Use & Supplements,0.525,Mainstream Food Buyers,364,30
494290,B004OQBC8K,5,2006,5,Positive,Positive,0.8966,1,1.0,1,1,0,Tea & Beverages,0.976,Tea Drinkers,396,34
494291,B004OQBC8K,5,2009,2,Positive,Positive,0.9696,1,1.0,1,4,0,Tea & Beverages,0.44,Tea Drinkers,628,57
494292,B004OQBC8K,5,2006,9,Positive,Positive,0.9654,1,1.0,1,5,0,Tea & Beverages,0.572,Tea Drinkers,875,64
494294,B004OQBC8K,3,2007,10,Neutral,Positive,0.9891,0,1.0,1,3,0,Tea & Beverages,0.84,Tea Drinkers,1025,98
494295,B004OQBC8K,5,2006,10,Positive,Positive,0.775,1,1.0,1,2,0,Tea & Beverages,0.639,Tea Drinkers,241,20
494296,B004OQBC8K,5,2008,11,Positive,Positive,0.8964,1,1.0,1,1,0,Tea & Beverages,0.773,Tea Drinkers,202,18
494297,B004OQBC8K,5,2007,3,Positive,Positive,0.9168,1,1.0,1,2,0,Tea & Beverages,0.93,Mainstream Food Buyers,109,11
494298,B004OQBC8K,2,2009,9,Negative,Negative,-0.8233,1,0.8333333333333334,1,5,1,Tea & Beverages,0.912,Tea Drinkers,700,56
494309,B004OQBC8K,5,2009,9,Positive,Positive,0.9487,1,0.8333333333333334,1,2,0,Tea & Beverages,0.982,Tea Drinkers,536,47
494310,B004OQBC8K,5,2008,9,Positive,Positive,0.9321,1,0.8333333333333334,1,3,0,General Product Experience,0.533,Tea Drinkers,420,31
494326,B004OQBC8K,5,2009,1,Positive,Positive,0.6588,1,0.8,1,2,0,Tea & Beverages,0.568,Tea Drinkers,93,10
494327,B004OQBC8K,5,2007,1,Positive,Positive,0.6369,1,0.75,1,1,0,General Product Experience,0.9,Mainstream Food Buyers,95,7
494392,B001E50XAC,1,2009,1,Negative,Neutral,0.0,0,0.8823529411764706,1,1,0,Organic & Nutrition Labels,0.575,Mainstream Food Buyers,195,17
494393,B001E50XAC,5,2007,1,Positive,Positive,0.9292,1,0.8,1,2,0,Snacks & Chocolate,0.592,Mainstream Food Buyers,361,26
494447,B000H27IVU,5,2007,3,Positive,Negative,-0.8108,0,1.0,1,1,0,Baking & Dietary Needs,0.745,Mainstream Food Buyers,206,18
494494,B0016MHL6W,1,2011,6,Negative,Negative,-0.2755,1,1.0,1,1,1,General Product Experience,0.794,Mainstream Food Buyers,347,21
494505,B0048EME2Q,5,2007,10,Positive,Positive,0.9902,1,1.0,1,2,0,Daily Use & Supplements,0.46,Indulgent Snack Seekers,744,58
494516,B00480MKD8,5,2011,1,Positive,Positive,0.9835,1,0.8,1,3,0,Snacks & Chocolate,0.699,Snack & Cooking Enthusiasts,379,31
494526,B003G1ZRTY,5,2010,7,Positive,Positive,0.9571,1,0.9846153846153847,1,5,0,Daily Use & Supplements,0.345,Mainstream Food Buyers,630,52
494527,B003G1ZRTY,4,2010,7,Positive,Positive,0.9912,1,1.0,1,5,0,Snacks & Chocolate,0.35,Mainstream Food Buyers,1481,122
494528,B003G1ZRTY,5,2010,5,Positive,Positive,0.8691,1,0.9615384615384616,1,3,0,Snacks & Chocolate,0.399,Mainstream Food Buyers,333,23
494529,B003G1ZRTY,5,2010,9,Positive,Positive,0.8246,1,0.9375,1,2,0,Daily Use & Supplements,0.358,Mainstream Food Buyers,353,27
494530,B003G1ZRTY,4,2011,1,Positive,Positive,0.9508,1,1.0,1,3,0,Snacks & Chocolate,0.564,Indulgent Snack Seekers,504,37
494531,B003G1ZRTY,2,2010,11,Negative,Positive,0.1154,0,0.9,1,3,0,Snacks & Chocolate,0.56,Mainstream Food Buyers,587,43
494532,B003G1ZRTY,5,2011,5,Positive,Positive,0.9073,1,1.0,1,4,0,Baking & Dietary Needs,0.298,Mainstream Food Buyers,686,52
494533,B003G1ZRTY,4,2010,10,Positive,Positive,0.7019,1,1.0,1,3,0,Snacks & Chocolate,0.411,Mainstream Food Buyers,572,42
494534,B003G1ZRTY,4,2011,6,Positive,Positive,0.9763,1,1.0,1,5,0,Snacks & Chocolate,0.402,Mainstream Food Buyers,1554,119
494535,B003G1ZRTY,4,2010,8,Positive,Positive,0.8805,1,1.0,1,2,0,Snacks & Chocolate,0.536,Mainstream Food Buyers,264,28
494622,B0012VSXIM,5,2009,11,Positive,Positive,0.8761,1,1.0,1,2,0,General Product Experience,0.969,Mainstream Food Buyers,366,28
494639,B002YJC9LS,5,2010,3,Positive,Positive,0.9412,1,0.8,1,3,0,General Product Experience,0.55,Tea Drinkers,279,28
494640,B002YJC9LS,5,2010,2,Positive,Positive,0.765,1,0.8,1,3,0,General Product Experience,0.46,Tea Drinkers,162,14
494666,B000ILMQF8,3,2009,5,Neutral,Positive,0.7501,0,1.0,1,3,0,Cooking Ingredients & Sauces,0.319,Snack & Cooking Enthusiasts,275,27
494692,B000BZZKVS,5,2007,12,Positive,Positive,0.9729,1,1.0,1,4,0,Snacks & Chocolate,0.294,Mainstream Food Buyers,1240,104
494693,B000BZZKVS,5,2006,2,Positive,Positive,0.5106,1,0.9523809523809523,1,3,0,Daily Use & Supplements,0.462,Mainstream Food Buyers,288,25
494694,B000BZZKVS,3,2009,11,Neutral,Positive,0.9861,0,0.8,1,2,0,Daily Use & Supplements,0.339,Mainstream Food Buyers,1324,112
494777,B002AR155A,5,2009,9,Positive,Positive,0.9759,1,0.8571428571428571,1,2,0,General Product Experience,0.473,Tea Drinkers,554,43
494829,B005GWT3Q4,4,2011,5,Positive,Positive,0.9968,1,0.96,1,7,0,General Product Experience,0.61,Mainstream Food Buyers,3363,261
494870,B001HTJ52C,5,2010,6,Positive,Positive,0.865,1,0.8,1,3,0,Tea & Beverages,0.608,Mainstream Food Buyers,239,23
494909,B0002ML9U6,5,2004,10,Positive,Positive,0.9903,1,0.8823529411764706,1,5,0,Pet Food & Treats,0.369,Dedicated Cat Owners,1317,104
494910,B0002ML9U6,5,2010,7,Positive,Positive,0.966,1,0.9166666666666666,1,5,0,Daily Use & Supplements,0.481,Dedicated Dog Owners,1620,136
494914,B0002ML9U6,2,2011,8,Negative,Positive,0.4199,0,0.8333333333333334,1,3,0,Organic & Nutrition Labels,0.682,Mainstream Food Buyers,258,24
494915,B0002ML9U6,1,2011,3,Negative,Negative,-0.7287,1,0.7777777777777778,1,4,1,Daily Use & Supplements,0.634,Mainstream Food Buyers,1221,90
494930,B0002IMS7I,5,2004,10,Positive,Positive,0.9897,1,0.8823529411764706,1,8,0,Baking & Dietary Needs,0.42,Mainstream Food Buyers,3273,304
495022,B00271OPVU,5,2009,11,Positive,Positive,0.905,1,0.9575471698113207,1,4,0,Organic & Nutrition Labels,0.413,Mainstream Food Buyers,756,71
495023,B00271OPVU,3,2010,2,Neutral,Positive,0.9599,0,0.875,1,3,0,Baking & Dietary Needs,0.35,Mainstream Food Buyers,1443,117
495024,B00271OPVU,5,2009,9,Positive,Positive,0.9313,1,0.9117647058823529,1,3,0,Baking & Dietary Needs,0.483,Mainstream Food Buyers,167,14
495025,B00271OPVU,5,2009,11,Positive,Positive,0.8597,1,1.0,1,2,0,Baking & Dietary Needs,0.527,Mainstream Food Buyers,590,48
495026,B00271OPVU,5,2011,3,Positive,Positive,0.9936,1,1.0,1,4,0,Baking & Dietary Needs,0.401,Mainstream Food Buyers,2081,172
495027,B00271OPVU,5,2010,1,Positive,Positive,0.9652,1,1.0,1,3,0,Baking & Dietary Needs,0.491,Mainstream Food Buyers,253,25
495028,B00271OPVU,5,2009,9,Positive,Positive,0.5267,1,0.8666666666666667,1,1,0,General Product Experience,0.801,Mainstream Food Buyers,226,16
495029,B00271OPVU,5,2009,9,Positive,Positive,0.9017,1,0.8461538461538461,1,2,0,Baking & Dietary Needs,0.449,Mainstream Food Buyers,378,32
495030,B00271OPVU,3,2009,11,Neutral,Negative,-0.6031,0,1.0,1,2,0,Organic & Nutrition Labels,0.331,Mainstream Food Buyers,197,18
495040,B00271OPVU,5,2009,9,Positive,Positive,0.7696,1,0.75,1,1,0,Baking & Dietary Needs,0.475,Mainstream Food Buyers,295,25
495041,B00271OPVU,5,2009,6,Positive,Positive,0.7263,1,0.75,1,1,0,Baking & Dietary Needs,0.499,Mainstream Food Buyers,157,13
495122,B001BOE3UW,5,2009,7,Positive,Positive,0.9138,1,1.0,1,2,0,Snacks & Chocolate,0.713,Mainstream Food Buyers,265,23
495148,B000PKLFVI,5,2009,12,Positive,Positive,0.994,1,0.9090909090909091,1,3,0,Baking & Dietary Needs,0.516,Mainstream Food Buyers,921,70
495163,B001BEXBCS,5,2009,11,Positive,Positive,0.9174,1,1.0,1,5,0,Pet Food & Treats,0.894,Dedicated Cat Owners,635,58
495164,B001BEXBCS,1,2011,4,Negative,Negative,-0.9804,1,0.8571428571428571,1,2,1,Pet Food & Treats,0.757,Dedicated Cat Owners,1065,92
495209,B0098C6938,2,2006,10,Negative,Positive,0.8384,0,0.8571428571428571,1,4,0,Coffee & Roasts,0.894,Coffee Aficionados,761,61
495228,B001A33FZ8,5,2009,2,Positive,Positive,0.972,1,0.8823529411764706,1,7,0,Daily Use & Supplements,0.427,Mainstream Food Buyers,1652,128
495229,B001A33FZ8,5,2010,9,Positive,Negative,-0.0516,0,1.0,1,2,0,General Product Experience,0.956,Mainstream Food Buyers,164,17
495237,B003MWVP48,3,2011,7,Neutral,Positive,0.9295,0,1.0,1,2,0,General Product Experience,0.71,Mainstream Food Buyers,807,66
495238,B000M3J9VQ,5,2007,11,Positive,Positive,0.9801,1,1.0,1,4,0,Baking & Dietary Needs,0.627,Mainstream Food Buyers,782,67
495239,B000M3J9VQ,5,2007,8,Positive,Positive,0.8837,1,1.0,1,4,0,Baking & Dietary Needs,0.463,Mainstream Food Buyers,461,37
495264,B0083QJU5O,5,2009,3,Positive,Positive,0.9079,1,1.0,1,3,0,Baking & Dietary Needs,0.74,Mainstream Food Buyers,741,68
495265,B0083QJU5O,5,2009,12,Positive,Positive,0.5106,1,1.0,1,1,0,Baking & Dietary Needs,0.39,Mainstream Food Buyers,199,20
495266,B0083QJU5O,5,2009,4,Positive,Positive,0.9144,1,0.9333333333333333,1,3,0,Baking & Dietary Needs,0.585,Mainstream Food Buyers,117,11
495267,B0083QJU5O,5,2009,3,Positive,Positive,0.902,1,1.0,1,3,0,General Product Experience,0.9,Mainstream Food Buyers,109,7
495268,B0083QJU5O,5,2010,1,Positive,Positive,0.9112,1,1.0,1,3,0,Baking & Dietary Needs,0.577,Mainstream Food Buyers,323,24
495269,B0083QJU5O,5,2009,8,Positive,Positive,0.6486,1,1.0,1,3,0,Baking & Dietary Needs,0.543,Mainstream Food Buyers,298,25
495270,B0083QJU5O,4,2009,11,Positive,Neutral,0.0,0,0.8181818181818182,1,1,0,Baking & Dietary Needs,0.905,Mainstream Food Buyers,105,9
495276,B0083QJU5O,2,2010,3,Negative,Positive,0.8366,0,0.7777777777777778,1,4,0,General Product Experience,0.676,Mainstream Food Buyers,587,51
495280,B0083QJU5O,4,2010,3,Positive,Negative,-0.0761,0,0.8,1,2,0,Baking & Dietary Needs,0.571,Mainstream Food Buyers,446,41
495311,B000MC8J1S,5,2009,1,Positive,Positive,0.9379,1,1.0,1,3,0,Pet Food & Treats,0.747,Dedicated Cat Owners,1243,108
495326,B000VQD4Z6,5,2012,2,Positive,Positive,0.9917,1,1.0,1,7,0,Meal Prep & Easy Cooking,0.657,Mainstream Food Buyers,3001,277
495327,B000VQD4Z6,5,2008,9,Positive,Positive,0.9051,1,1.0,1,2,0,Meal Prep & Easy Cooking,0.96,Mainstream Food Buyers,267,23
495328,B000VQD4Z6,5,2008,1,Positive,Positive,0.5645,1,0.875,1,1,0,Meal Prep & Easy Cooking,0.672,Mainstream Food Buyers,383,35
495350,B0083QJU54,5,2010,9,Positive,Positive,0.9668,1,1.0,1,6,0,Baking & Dietary Needs,0.647,Mainstream Food Buyers,612,45
495351,B0083QJU54,5,2004,3,Positive,Positive,0.9231,1,1.0,1,1,0,Baking & Dietary Needs,0.763,Mainstream Food Buyers,492,40
495370,B0013LYLIW,5,2007,4,Positive,Positive,0.6588,1,0.8333333333333334,1,1,0,Snacks & Chocolate,0.511,Snack & Cooking Enthusiasts,326,26
495375,B0013LYLIW,5,2007,8,Positive,Positive,0.491,1,0.8,1,1,0,Tea & Beverages,0.546,Mainstream Food Buyers,140,12
495376,B0013LYLIW,5,2006,9,Positive,Negative,-0.509,0,0.8,1,2,0,Snacks & Chocolate,0.589,Snack & Cooking Enthusiasts,153,14
495423,B0074A3WXG,5,2012,6,Positive,Positive,0.9792,1,1.0,1,3,0,General Product Experience,0.372,Mainstream Food Buyers,428,31
495424,B0074A3WXG,5,2012,9,Positive,Positive,0.6097,1,1.0,1,1,0,Daily Use & Supplements,0.324,Mainstream Food Buyers,384,31
495425,B0074A3WXG,5,2012,8,Positive,Positive,0.9898,1,1.0,1,7,0,Baking & Dietary Needs,0.415,Mainstream Food Buyers,1358,106
495428,B0000E1VNV,5,2008,6,Positive,Positive,0.9508,1,1.0,1,3,0,Cooking Ingredients & Sauces,0.239,Mainstream Food Buyers,1065,101
495454,B001K39VZQ,5,2011,8,Positive,Positive,0.7902,1,1.0,1,4,0,General Product Experience,0.543,Mainstream Food Buyers,1098,89
495460,B001LQTJ8Q,5,2009,3,Positive,Positive,0.9148,1,1.0,1,2,0,Tea & Beverages,0.354,Tea Drinkers,376,31
495466,B003ULDYRW,5,2011,1,Positive,Positive,0.9794,1,1.0,1,4,0,Tea & Beverages,0.833,Tea Drinkers,1232,108
495467,B003ULDYRW,5,2010,12,Positive,Positive,0.9764,1,1.0,1,3,0,Tea & Beverages,0.933,Tea Drinkers,765,69
495485,B003ZXCAAC,4,2011,3,Positive,Positive,0.8519,1,1.0,1,6,0,General Product Experience,0.452,Mainstream Food Buyers,1340,114
495505,B001EQ554K,5,2011,4,Positive,Positive,0.9895,1,1.0,1,6,0,Meal Prep & Easy Cooking,0.483,Mainstream Food Buyers,1537,126
495506,B001EQ554K,5,2010,8,Positive,Negative,-0.1027,0,1.0,1,1,0,Meal Prep & Easy Cooking,0.734,Mainstream Food Buyers,194,17
495507,B001EQ554K,5,2010,7,Positive,Positive,0.9602,1,1.0,1,3,0,Meal Prep & Easy Cooking,0.62,Mainstream Food Buyers,338,29
495548,B000TIOQ94,1,2007,11,Negative,Positive,0.9286,0,1.0,1,6,0,Cooking Ingredients & Sauces,0.341,Mainstream Food Buyers,1091,97
495590,B0001IBP50,5,2007,1,Positive,Positive,0.8858,1,0.875,1,1,0,General Product Experience,0.726,Mainstream Food Buyers,210,13
495702,B0098WV8F2,4,2011,7,Positive,Positive,0.9589,1,0.9634146341463414,1,3,0,Snacks & Chocolate,0.575,Indulgent Snack Seekers,388,33
495703,B0098WV8F2,4,2011,10,Positive,Positive,0.6632,1,0.9666666666666667,1,1,0,General Product Experience,0.509,Mainstream Food Buyers,573,44
495704,B0098WV8F2,5,2011,12,Positive,Positive,0.9996,1,0.9444444444444444,1,8,0,Baking & Dietary Needs,0.43,Indulgent Snack Seekers,5174,415
495705,B0098WV8F2,3,2011,11,Neutral,Positive,0.8268,0,0.967741935483871,1,3,0,Baking & Dietary Needs,0.47,Indulgent Snack Seekers,441,38
495706,B0098WV8F2,5,2011,7,Positive,Positive,0.5787,1,0.9375,1,2,0,Snacks & Chocolate,0.526,Indulgent Snack Seekers,176,11
495707,B0098WV8F2,5,2011,10,Positive,Positive,0.9625,1,1.0,1,4,0,Snacks & Chocolate,0.567,Indulgent Snack Seekers,541,41
495708,B0098WV8F2,5,2011,9,Positive,Positive,0.9344,1,1.0,1,4,0,Snacks & Chocolate,0.541,Indulgent Snack Seekers,510,35
495709,B0098WV8F2,5,2011,9,Positive,Positive,0.9752,1,1.0,1,4,0,Baking & Dietary Needs,0.563,Mainstream Food Buyers,176,11
495710,B0098WV8F2,5,2011,10,Positive,Positive,0.8834,1,1.0,1,4,0,Baking & Dietary Needs,0.524,Indulgent Snack Seekers,586,47
495711,B0098WV8F2,5,2011,10,Positive,Positive,0.9089,1,1.0,1,2,0,Snacks & Chocolate,0.594,Indulgent Snack Seekers,690,56
495737,B0098WV8F2,3,2012,4,Neutral,Positive,0.9827,0,0.875,1,7,0,Snacks & Chocolate,0.389,Indulgent Snack Seekers,2387,201
495740,B0098WV8F2,5,2011,12,Positive,Positive,0.954,1,0.8571428571428571,1,5,0,Snacks & Chocolate,0.579,Indulgent Snack Seekers,810,74
495741,B0098WV8F2,5,2011,9,Positive,Positive,0.9283,1,0.8571428571428571,1,2,0,Snacks & Chocolate,0.554,Mainstream Food Buyers,194,15
495762,B0098WV8F2,5,2011,10,Positive,Positive,0.9505,1,0.8,1,3,0,Snacks & Chocolate,0.428,Indulgent Snack Seekers,238,16
495830,B002Q19R7S,3,2010,9,Neutral,Positive,0.1999,0,1.0,1,1,0,General Product Experience,0.947,Mainstream Food Buyers,194,14
495831,B002Q19R7S,5,2010,12,Positive,Positive,0.799,1,1.0,1,3,0,General Product Experience,0.837,Mainstream Food Buyers,394,32
495832,B002Q19R7S,5,2011,6,Positive,Positive,0.8687,1,1.0,1,4,0,General Product Experience,0.718,Mainstream Food Buyers,285,22
495835,B0002IZD1G,5,2007,5,Positive,Positive,0.986,1,1.0,1,4,0,Meal Prep & Easy Cooking,0.402,Mainstream Food Buyers,1447,129
495836,B0002IZD1G,5,2007,1,Positive,Positive,0.9148,1,1.0,1,1,0,Cooking Ingredients & Sauces,0.425,Mainstream Food Buyers,270,21
495837,B0002IZD1G,5,2008,11,Positive,Positive,0.9735,1,1.0,1,2,0,Meal Prep & Easy Cooking,0.328,Mainstream Food Buyers,354,27
495838,B0002IZD1G,5,2006,10,Positive,Positive,0.8472,1,1.0,1,3,0,General Product Experience,0.783,Mainstream Food Buyers,423,37
495850,B000TIOQ9Y,1,2007,11,Negative,Positive,0.9286,0,1.0,1,6,0,Cooking Ingredients & Sauces,0.341,Mainstream Food Buyers,1091,97
495864,B001AJ1NLU,5,2010,6,Positive,Positive,0.846,1,0.875,1,6,0,General Product Experience,0.424,Snack & Cooking Enthusiasts,1799,149
495867,B001N3UYOA,5,2009,8,Positive,Positive,0.9816,1,0.9,1,3,0,Daily Use & Supplements,0.361,Mainstream Food Buyers,851,62
495879,B000VILOBK,5,2009,3,Positive,Positive,0.9785,1,1.0,1,6,0,Baking & Dietary Needs,0.416,Mainstream Food Buyers,939,80
495880,B000VILOBK,5,2008,8,Positive,Positive,0.9184,1,1.0,1,5,0,Baking & Dietary Needs,0.64,Mainstream Food Buyers,509,38
495881,B000VILOBK,5,2008,10,Positive,Positive,0.9439,1,1.0,1,3,0,Baking & Dietary Needs,0.948,Mainstream Food Buyers,210,19
495893,B003YBJ9F4,5,2011,5,Positive,Positive,0.9877,1,1.0,1,3,0,Coffee & Roasts,0.663,Coffee Aficionados,493,43
495905,B0026XT71M,1,2011,8,Negative,Negative,-0.7485,1,1.0,1,3,1,General Product Experience,0.929,Mainstream Food Buyers,466,33
495906,B0026XT71M,1,2011,12,Negative,Positive,0.7795,0,1.0,1,3,0,General Product Experience,0.836,Mainstream Food Buyers,483,41
495911,B000VJDB88,5,2008,1,Positive,Positive,0.9201,1,0.8,1,2,0,Snacks & Chocolate,0.692,Tea Drinkers,143,14
495919,B004ZN81NQ,5,2010,8,Positive,Positive,0.6369,1,1.0,1,1,0,General Product Experience,0.457,Mainstream Food Buyers,409,36
495932,B000G1766O,5,2008,2,Positive,Positive,0.993,1,1.0,1,8,0,Meal Prep & Easy Cooking,0.448,Mainstream Food Buyers,1179,98
496049,B008JKU2CO,5,2009,9,Positive,Positive,0.8012,1,0.9655172413793104,1,5,0,Snacks & Chocolate,0.649,Indulgent Snack Seekers,720,56
496050,B008JKU2CO,3,2010,8,Neutral,Positive,0.9935,0,0.8991596638655462,1,3,0,Snacks & Chocolate,0.676,Indulgent Snack Seekers,813,65
496051,B008JKU2CO,2,2010,8,Negative,Positive,0.3453,0,0.8848920863309353,1,4,0,General Product Experience,0.597,Mainstream Food Buyers,443,34
496052,B008JKU2CO,5,2010,4,Positive,Positive,0.9935,1,1.0,1,5,0,Snacks & Chocolate,0.807,Indulgent Snack Seekers,975,68
496053,B008JKU2CO,5,2010,2,Positive,Positive,0.7971,1,1.0,1,4,0,Snacks & Chocolate,0.955,Indulgent Snack Seekers,237,20
496054,B008JKU2CO,5,2010,1,Positive,Positive,0.972,1,1.0,1,1,0,Snacks & Chocolate,0.79,Indulgent Snack Seekers,397,32
496055,B008JKU2CO,5,2009,10,Positive,Positive,0.9167,1,1.0,1,4,0,Snacks & Chocolate,0.807,Indulgent Snack Seekers,304,24
496056,B008JKU2CO,5,2009,10,Positive,Positive,0.8627,1,0.9166666666666666,1,1,0,Snacks & Chocolate,0.718,Indulgent Snack Seekers,90,7
496057,B008JKU2CO,5,2011,1,Positive,Positive,0.9772,1,1.0,1,4,0,Snacks & Chocolate,0.46,Indulgent Snack Seekers,490,45
496058,B008JKU2CO,5,2012,2,Positive,Positive,0.9775,1,1.0,1,3,0,Snacks & Chocolate,0.777,Mainstream Food Buyers,570,45
496159,B008JKU2CO,4,2012,2,Positive,Positive,0.922,1,1.0,1,5,0,Snacks & Chocolate,0.673,Indulgent Snack Seekers,395,31
496160,B008JKU2CO,5,2010,9,Positive,Positive,0.9693,1,1.0,1,7,0,Snacks & Chocolate,0.583,Indulgent Snack Seekers,1713,131
496161,B008JKU2CO,5,2009,3,Positive,Positive,0.8268,1,1.0,1,3,0,Snacks & Chocolate,0.446,Indulgent Snack Seekers,194,16
496162,B008JKU2CO,1,2011,1,Negative,Positive,0.9419,0,0.8333333333333334,1,3,0,Snacks & Chocolate,0.465,Indulgent Snack Seekers,854,68
496268,B008JKU2CO,1,2010,12,Negative,Negative,-0.6405,1,0.7692307692307693,1,3,1,General Product Experience,0.9,Mainstream Food Buyers,310,23
496312,B008JKU2CO,3,2011,8,Neutral,Positive,0.5994,0,0.8,1,4,0,General Product Experience,0.472,Indulgent Snack Seekers,401,34
496338,B002GC3D8Q,5,2010,1,Positive,Neutral,0.0,0,0.9090909090909091,1,2,0,General Product Experience,0.933,Mainstream Food Buyers,168,11
496339,B002GC3D8Q,2,2010,2,Negative,Positive,0.5407,0,0.7894736842105263,1,3,0,General Product Experience,0.742,Mainstream Food Buyers,293,22
496342,B002GC3D8Q,5,2010,10,Positive,Positive,0.5267,1,0.8,1,1,0,General Product Experience,0.842,Mainstream Food Buyers,163,13
496347,B0001M0YSU,5,2009,3,Positive,Positive,0.7717,1,1.0,1,3,0,Meal Prep & Easy Cooking,0.599,Mainstream Food Buyers,367,27
496353,B003982KVM,4,2011,2,Positive,Positive,0.9279,1,1.0,1,6,0,Pet Food & Treats,0.477,Dedicated Dog Owners,831,60
496354,B003982KVM,5,2010,10,Positive,Positive,0.9865,1,1.0,1,3,0,Pet Food & Treats,0.826,Dedicated Dog Owners,468,37
496397,B005DN26YC,1,2012,4,Negative,Positive,0.899,0,0.9444444444444444,1,2,0,Baking & Dietary Needs,0.552,Mainstream Food Buyers,297,21
496460,B001181NBA,5,2005,12,Positive,Positive,0.6953,1,0.9666666666666667,1,3,0,Snacks & Chocolate,0.741,Indulgent Snack Seekers,908,87
496461,B001181NBA,5,2011,1,Positive,Positive,0.9889,1,0.9629629629629629,1,3,0,Organic & Nutrition Labels,0.548,Indulgent Snack Seekers,609,49
496462,B001181NBA,5,2008,4,Positive,Positive,0.9648,1,1.0,1,2,0,Snacks & Chocolate,0.404,Indulgent Snack Seekers,351,32
496463,B001181NBA,4,2007,10,Positive,Positive,0.9146,1,0.8571428571428571,1,3,0,Organic & Nutrition Labels,0.546,Indulgent Snack Seekers,721,56
496550,B0029NIPSA,5,2010,3,Positive,Positive,0.9853,1,1.0,1,6,0,Pet Food & Treats,0.702,Dedicated Dog Owners,836,81
496599,B000Y5BR3A,5,2009,8,Positive,Positive,0.8217,1,0.875,1,1,0,General Product Experience,0.635,Indulgent Snack Seekers,183,17
496610,B00124WBCS,5,2008,12,Positive,Positive,0.8705,1,1.0,1,6,0,Daily Use & Supplements,0.591,Mainstream Food Buyers,1162,102
496611,B00124WBCS,1,2012,3,Negative,Negative,-0.4091,1,0.9583333333333334,1,5,1,Organic & Nutrition Labels,0.561,Mainstream Food Buyers,1549,137
496612,B00124WBCS,5,2008,8,Positive,Negative,-0.4153,0,0.9545454545454546,1,3,0,Daily Use & Supplements,0.7,Mainstream Food Buyers,714,62
496613,B00124WBCS,5,2010,9,Positive,Positive,0.9878,1,1.0,1,4,0,General Product Experience,0.373,Mainstream Food Buyers,887,79
496614,B00124WBCS,2,2012,4,Negative,Neutral,-0.024,0,1.0,1,1,0,Daily Use & Supplements,0.598,Mainstream Food Buyers,379,31
496754,B005HG9ET0,3,2012,9,Neutral,Positive,0.9997,0,0.9090909090909091,1,10,0,Organic & Nutrition Labels,0.572,Mainstream Food Buyers,21409,1843
496755,B005HG9ET0,2,2012,3,Negative,Positive,0.1913,0,0.7857142857142857,1,4,0,Organic & Nutrition Labels,0.621,Mainstream Food Buyers,1439,118
497141,B004E4EBMG,5,2011,6,Positive,Positive,0.9056,1,0.8333333333333334,1,2,0,Tea & Beverages,0.543,Mainstream Food Buyers,604,58
497142,B004E4EBMG,5,2011,5,Positive,Positive,0.9894,1,0.8,1,5,0,Tea & Beverages,0.6,Mainstream Food Buyers,1065,92
497144,B004E4EBMG,3,2011,12,Neutral,Positive,0.8758,0,0.8,1,5,0,Tea & Beverages,0.43,Mainstream Food Buyers,1876,157
497328,B000YT7RLW,1,2009,9,Negative,Positive,0.204,0,1.0,1,2,0,General Product Experience,0.784,Mainstream Food Buyers,215,15
497343,B0039KMKQ0,5,2011,1,Positive,Positive,0.9484,1,1.0,1,3,0,Baking & Dietary Needs,0.758,Mainstream Food Buyers,261,25
497358,B001IZIC8I,5,2009,7,Positive,Positive,0.8576,1,1.0,1,4,0,General Product Experience,0.606,Mainstream Food Buyers,1197,100
497359,B001IZIC8I,5,2009,4,Positive,Positive,0.6739,1,1.0,1,3,0,Meal Prep & Easy Cooking,0.476,Mainstream Food Buyers,1016,87
497360,B001IZIC8I,5,2009,10,Positive,Positive,0.9913,1,1.0,1,6,0,General Product Experience,0.451,Mainstream Food Buyers,1346,98
497361,B001IZIC8I,4,2010,4,Positive,Positive,0.9117,1,1.0,1,3,0,General Product Experience,0.443,Mainstream Food Buyers,1579,132
497396,B002XPPAA0,5,2010,9,Positive,Positive,0.8065,1,1.0,1,1,0,Meal Prep & Easy Cooking,0.474,Mainstream Food Buyers,317,32
