Id,jtbd_tags,Score,star_sentiment,vader_compound,unmet_need,is_helpful,review_year,cluster_name
499572,Quality & Freshness,5,Positive,0.9875,0,1,2009,Tea Drinkers
499572,Repeat Purchase,5,Positive,0.9875,0,1,2009,Tea Drinkers
499573,Health & Nutrition,5,Positive,0.7391,0,1,2009,Mainstream Food Buyers
499573,Taste & Enjoyment,5,Positive,0.7391,0,1,2009,Mainstream Food Buyers
499614,Health & Nutrition,5,Positive,0.9648,0,1,2010,Mainstream Food Buyers
499614,Taste & Enjoyment,5,Positive,0.9648,0,1,2010,Mainstream Food Buyers
499614,Quality & Freshness,5,Positive,0.9648,0,1,2010,Mainstream Food Buyers
499615,Taste & Enjoyment,5,Positive,0.8981,0,1,2009,Tea Drinkers
499615,Convenience & Speed,5,Positive,0.8981,0,1,2009,Tea Drinkers
499616,Taste & Enjoyment,5,Positive,0.97,0,1,2009,Tea Drinkers
499616,Convenience & Speed,5,Positive,0.97,0,1,2009,Tea Drinkers
499616,Value & Bulk Buying,5,Positive,0.97,0,1,2009,Tea Drinkers
499616,Gifting & Occasion,5,Positive,0.97,0,1,2009,Tea Drinkers
499677,Health & Nutrition,5,Positive,0.8844,0,1,2008,Mainstream Food Buyers
499677,Taste & Enjoyment,5,Positive,0.8844,0,1,2008,Mainstream Food Buyers
499677,Convenience & Speed,5,Positive,0.8844,0,1,2008,Mainstream Food Buyers
499677,Family & Kids,5,Positive,0.8844,0,1,2008,Mainstream Food Buyers
499677,Value & Bulk Buying,5,Positive,0.8844,0,1,2008,Mainstream Food Buyers
499677,Quality & Freshness,5,Positive,0.8844,0,1,2008,Mainstream Food Buyers
499705,Taste & Enjoyment,5,Positive,0.6415,0,1,2011,Mainstream Food Buyers
499705,Pet Care,5,Positive,0.6415,0,1,2011,Mainstream Food Buyers
499706,Health & Nutrition,5,Positive,0.9432,0,1,2011,Mainstream Food Buyers
499706,Taste & Enjoyment,5,Positive,0.9432,0,1,2011,Mainstream Food Buyers
499706,Convenience & Speed,5,Positive,0.9432,0,1,2011,Mainstream Food Buyers
499707,Health & Nutrition,5,Positive,0.8774,0,1,2012,Mainstream Food Buyers
499707,Taste & Enjoyment,5,Positive,0.8774,0,1,2012,Mainstream Food Buyers
499715,Pet Care,5,Positive,0.893,0,1,2009,Mainstream Food Buyers
499716,Health & Nutrition,5,Positive,0.9795,0,1,2006,Mainstream Food Buyers
499716,Taste & Enjoyment,5,Positive,0.9795,0,1,2006,Mainstream Food Buyers
499716,Family & Kids,5,Positive,0.9795,0,1,2006,Mainstream Food Buyers
499716,Special Diet,5,Positive,0.9795,0,1,2006,Mainstream Food Buyers
499717,Pet Care,5,Positive,0.8591,0,1,2007,Mainstream Food Buyers
499718,Health & Nutrition,5,Positive,0.8319,0,1,2010,Mainstream Food Buyers
499718,Taste & Enjoyment,5,Positive,0.8319,0,1,2010,Mainstream Food Buyers
499718,Convenience & Speed,5,Positive,0.8319,0,1,2010,Mainstream Food Buyers
499718,Pet Care,5,Positive,0.8319,0,1,2010,Mainstream Food Buyers
499718,Special Diet,5,Positive,0.8319,0,1,2010,Mainstream Food Buyers
499718,Repeat Purchase,5,Positive,0.8319,0,1,2010,Mainstream Food Buyers
499719,Repeat Purchase,5,Positive,0.8779,0,1,2009,Mainstream Food Buyers
499720,Unclassified,5,Positive,0.778,0,1,2009,Mainstream Food Buyers
499721,Taste & Enjoyment,5,Positive,0.807,0,1,2006,Mainstream Food Buyers
499722,Health & Nutrition,5,Positive,0.8833,0,1,2011,Mainstream Food Buyers
499722,Taste & Enjoyment,5,Positive,0.8833,0,1,2011,Mainstream Food Buyers
499723,Health & Nutrition,5,Positive,0.9749,0,1,2010,Mainstream Food Buyers
499723,Convenience & Speed,5,Positive,0.9749,0,1,2010,Mainstream Food Buyers
499723,Special Diet,5,Positive,0.9749,0,1,2010,Mainstream Food Buyers
499724,Health & Nutrition,1,Negative,-0.6701,1,1,2008,Mainstream Food Buyers
499724,Taste & Enjoyment,1,Negative,-0.6701,1,1,2008,Mainstream Food Buyers
499724,Convenience & Speed,1,Negative,-0.6701,1,1,2008,Mainstream Food Buyers
499724,Pet Care,1,Negative,-0.6701,1,1,2008,Mainstream Food Buyers
499724,Special Diet,1,Negative,-0.6701,1,1,2008,Mainstream Food Buyers
499724,Value & Bulk Buying,1,Negative,-0.6701,1,1,2008,Mainstream Food Buyers
499727,Health & Nutrition,5,Positive,0.9049,0,1,2010,Mainstream Food Buyers
499727,Taste & Enjoyment,5,Positive,0.9049,0,1,2010,Mainstream Food Buyers
499727,Special Diet,5,Positive,0.9049,0,1,2010,Mainstream Food Buyers
499727,Value & Bulk Buying,5,Positive,0.9049,0,1,2010,Mainstream Food Buyers
499729,Taste & Enjoyment,1,Negative,0.855,0,1,2011,Mainstream Food Buyers
499729,Quality & Freshness,1,Negative,0.855,0,1,2011,Mainstream Food Buyers
499729,Repeat Purchase,1,Negative,0.855,0,1,2011,Mainstream Food Buyers
499730,Health & Nutrition,4,Positive,-0.3159,0,1,2010,Mainstream Food Buyers
499730,Taste & Enjoyment,4,Positive,-0.3159,0,1,2010,Mainstream Food Buyers
499730,Special Diet,4,Positive,-0.3159,0,1,2010,Mainstream Food Buyers
499734,Special Diet,5,Positive,0.8479,0,1,2006,Mainstream Food Buyers
499745,Taste & Enjoyment,5,Positive,0.9944,0,1,2009,Snack & Cooking Enthusiasts
499745,Convenience & Speed,5,Positive,0.9944,0,1,2009,Snack & Cooking Enthusiasts
499745,Family & Kids,5,Positive,0.9944,0,1,2009,Snack & Cooking Enthusiasts
499745,Quality & Freshness,5,Positive,0.9944,0,1,2009,Snack & Cooking Enthusiasts
499746,Health & Nutrition,5,Positive,0.992,0,1,2010,Snack & Cooking Enthusiasts
499746,Taste & Enjoyment,5,Positive,0.992,0,1,2010,Snack & Cooking Enthusiasts
499746,Quality & Freshness,5,Positive,0.992,0,1,2010,Snack & Cooking Enthusiasts
499747,Health & Nutrition,5,Positive,0.7159,0,1,2007,Snack & Cooking Enthusiasts
499747,Taste & Enjoyment,5,Positive,0.7159,0,1,2007,Snack & Cooking Enthusiasts
499748,Health & Nutrition,5,Positive,0.9735,0,1,2010,Mainstream Food Buyers
499749,Health & Nutrition,5,Positive,0.9852,0,1,2011,Snack & Cooking Enthusiasts
499749,Taste & Enjoyment,5,Positive,0.9852,0,1,2011,Snack & Cooking Enthusiasts
499749,Convenience & Speed,5,Positive,0.9852,0,1,2011,Snack & Cooking Enthusiasts
499749,Pet Care,5,Positive,0.9852,0,1,2011,Snack & Cooking Enthusiasts
499749,Quality & Freshness,5,Positive,0.9852,0,1,2011,Snack & Cooking Enthusiasts
499749,Repeat Purchase,5,Positive,0.9852,0,1,2011,Snack & Cooking Enthusiasts
499769,Pet Care,1,Negative,0.2716,0,1,2012,Mainstream Food Buyers
499769,Repeat Purchase,1,Negative,0.2716,0,1,2012,Mainstream Food Buyers
499796,Health & Nutrition,1,Negative,-0.3071,1,1,2008,Mainstream Food Buyers
499796,Taste & Enjoyment,1,Negative,-0.3071,1,1,2008,Mainstream Food Buyers
499796,Value & Bulk Buying,1,Negative,-0.3071,1,1,2008,Mainstream Food Buyers
499796,Quality & Freshness,1,Negative,-0.3071,1,1,2008,Mainstream Food Buyers
499830,Health & Nutrition,5,Positive,0.9927,0,1,2010,Mainstream Food Buyers
499830,Taste & Enjoyment,5,Positive,0.9927,0,1,2010,Mainstream Food Buyers
499830,Family & Kids,5,Positive,0.9927,0,1,2010,Mainstream Food Buyers
499830,Pet Care,5,Positive,0.9927,0,1,2010,Mainstream Food Buyers
499830,Gifting & Occasion,5,Positive,0.9927,0,1,2010,Mainstream Food Buyers
499830,Quality & Freshness,5,Positive,0.9927,0,1,2010,Mainstream Food Buyers
499830,Repeat Purchase,5,Positive,0.9927,0,1,2010,Mainstream Food Buyers
499831,Taste & Enjoyment,5,Positive,0.9685,0,1,2009,Mainstream Food Buyers
499831,Family & Kids,5,Positive,0.9685,0,1,2009,Mainstream Food Buyers
499831,Quality & Freshness,5,Positive,0.9685,0,1,2009,Mainstream Food Buyers
499832,Taste & Enjoyment,5,Positive,0.9715,0,1,2009,Mainstream Food Buyers
499832,Quality & Freshness,5,Positive,0.9715,0,1,2009,Mainstream Food Buyers
499833,Taste & Enjoyment,5,Positive,-0.1027,0,1,2010,Mainstream Food Buyers
499833,Value & Bulk Buying,5,Positive,-0.1027,0,1,2010,Mainstream Food Buyers
499833,Repeat Purchase,5,Positive,-0.1027,0,1,2010,Mainstream Food Buyers
499842,Health & Nutrition,1,Negative,0.8168,0,1,2010,Dedicated Cat Owners
499842,Taste & Enjoyment,1,Negative,0.8168,0,1,2010,Dedicated Cat Owners
499842,Pet Care,1,Negative,0.8168,0,1,2010,Dedicated Cat Owners
499842,Value & Bulk Buying,1,Negative,0.8168,0,1,2010,Dedicated Cat Owners
499842,Quality & Freshness,1,Negative,0.8168,0,1,2010,Dedicated Cat Owners
499842,Repeat Purchase,1,Negative,0.8168,0,1,2010,Dedicated Cat Owners
499843,Health & Nutrition,5,Positive,0.8757,0,1,2012,Dedicated Cat Owners
499843,Pet Care,5,Positive,0.8757,0,1,2012,Dedicated Cat Owners
499843,Quality & Freshness,5,Positive,0.8757,0,1,2012,Dedicated Cat Owners
499844,Health & Nutrition,5,Positive,0.2604,0,1,2010,Dedicated Cat Owners
499844,Convenience & Speed,5,Positive,0.2604,0,1,2010,Dedicated Cat Owners
499844,Family & Kids,5,Positive,0.2604,0,1,2010,Dedicated Cat Owners
499844,Pet Care,5,Positive,0.2604,0,1,2010,Dedicated Cat Owners
499844,Quality & Freshness,5,Positive,0.2604,0,1,2010,Dedicated Cat Owners
499844,Repeat Purchase,5,Positive,0.2604,0,1,2010,Dedicated Cat Owners
499845,Health & Nutrition,3,Neutral,0.8448,0,1,2011,Dedicated Cat Owners
499845,Pet Care,3,Neutral,0.8448,0,1,2011,Dedicated Cat Owners
499845,Special Diet,3,Neutral,0.8448,0,1,2011,Dedicated Cat Owners
499845,Value & Bulk Buying,3,Neutral,0.8448,0,1,2011,Dedicated Cat Owners
499853,Health & Nutrition,1,Negative,0.9897,0,1,2011,Dedicated Cat Owners
499853,Taste & Enjoyment,1,Negative,0.9897,0,1,2011,Dedicated Cat Owners
499853,Convenience & Speed,1,Negative,0.9897,0,1,2011,Dedicated Cat Owners
499853,Family & Kids,1,Negative,0.9897,0,1,2011,Dedicated Cat Owners
499853,Pet Care,1,Negative,0.9897,0,1,2011,Dedicated Cat Owners
499853,Value & Bulk Buying,1,Negative,0.9897,0,1,2011,Dedicated Cat Owners
499853,Quality & Freshness,1,Negative,0.9897,0,1,2011,Dedicated Cat Owners
499853,Repeat Purchase,1,Negative,0.9897,0,1,2011,Dedicated Cat Owners
499854,Health & Nutrition,1,Negative,0.8545,0,1,2011,Dedicated Cat Owners
499854,Convenience & Speed,1,Negative,0.8545,0,1,2011,Dedicated Cat Owners
499854,Pet Care,1,Negative,0.8545,0,1,2011,Dedicated Cat Owners
499854,Value & Bulk Buying,1,Negative,0.8545,0,1,2011,Dedicated Cat Owners
499854,Quality & Freshness,1,Negative,0.8545,0,1,2011,Dedicated Cat Owners
499935,Taste & Enjoyment,5,Positive,0.7332,0,1,2009,Mainstream Food Buyers
499935,Value & Bulk Buying,5,Positive,0.7332,0,1,2009,Mainstream Food Buyers
499936,Health & Nutrition,5,Positive,0.9286,0,1,2006,Indulgent Snack Seekers
499936,Taste & Enjoyment,5,Positive,0.9286,0,1,2006,Indulgent Snack Seekers
499936,Convenience & Speed,5,Positive,0.9286,0,1,2006,Indulgent Snack Seekers
499936,Value & Bulk Buying,5,Positive,0.9286,0,1,2006,Indulgent Snack Seekers
499936,Quality & Freshness,5,Positive,0.9286,0,1,2006,Indulgent Snack Seekers
499937,Health & Nutrition,5,Positive,0.2703,0,1,2006,Mainstream Food Buyers
499937,Taste & Enjoyment,5,Positive,0.2703,0,1,2006,Mainstream Food Buyers
499937,Quality & Freshness,5,Positive,0.2703,0,1,2006,Mainstream Food Buyers
499938,Health & Nutrition,5,Positive,0.9648,0,1,2010,Mainstream Food Buyers
499938,Convenience & Speed,5,Positive,0.9648,0,1,2010,Mainstream Food Buyers
499939,Taste & Enjoyment,5,Positive,0.9744,0,1,2009,Mainstream Food Buyers
499939,Convenience & Speed,5,Positive,0.9744,0,1,2009,Mainstream Food Buyers
499940,Repeat Purchase,5,Positive,0.8832,0,1,2007,Mainstream Food Buyers
499941,Health & Nutrition,5,Positive,0.8009,0,1,2012,Mainstream Food Buyers
499941,Taste & Enjoyment,5,Positive,0.8009,0,1,2012,Mainstream Food Buyers
499941,Convenience & Speed,5,Positive,0.8009,0,1,2012,Mainstream Food Buyers
499941,Family & Kids,5,Positive,0.8009,0,1,2012,Mainstream Food Buyers
499941,Special Diet,5,Positive,0.8009,0,1,2012,Mainstream Food Buyers
499942,Health & Nutrition,5,Positive,0.8225,0,1,2010,Mainstream Food Buyers
499942,Taste & Enjoyment,5,Positive,0.8225,0,1,2010,Mainstream Food Buyers
499942,Value & Bulk Buying,5,Positive,0.8225,0,1,2010,Mainstream Food Buyers
499942,Quality & Freshness,5,Positive,0.8225,0,1,2010,Mainstream Food Buyers
499943,Health & Nutrition,5,Positive,0.9649,0,1,2011,Mainstream Food Buyers
499943,Taste & Enjoyment,5,Positive,0.9649,0,1,2011,Mainstream Food Buyers
499943,Convenience & Speed,5,Positive,0.9649,0,1,2011,Mainstream Food Buyers
499943,Family & Kids,5,Positive,0.9649,0,1,2011,Mainstream Food Buyers
499943,Quality & Freshness,5,Positive,0.9649,0,1,2011,Mainstream Food Buyers
499943,Repeat Purchase,5,Positive,0.9649,0,1,2011,Mainstream Food Buyers
499946,Health & Nutrition,5,Positive,0.9867,0,1,2010,Mainstream Food Buyers
499946,Taste & Enjoyment,5,Positive,0.9867,0,1,2010,Mainstream Food Buyers
499946,Convenience & Speed,5,Positive,0.9867,0,1,2010,Mainstream Food Buyers
499946,Family & Kids,5,Positive,0.9867,0,1,2010,Mainstream Food Buyers
499946,Pet Care,5,Positive,0.9867,0,1,2010,Mainstream Food Buyers
499946,Value & Bulk Buying,5,Positive,0.9867,0,1,2010,Mainstream Food Buyers
499946,Gifting & Occasion,5,Positive,0.9867,0,1,2010,Mainstream Food Buyers
499946,Repeat Purchase,5,Positive,0.9867,0,1,2010,Mainstream Food Buyers
499947,Health & Nutrition,5,Positive,0.9504,0,1,2010,Mainstream Food Buyers
499947,Taste & Enjoyment,5,Positive,0.9504,0,1,2010,Mainstream Food Buyers
499947,Convenience & Speed,5,Positive,0.9504,0,1,2010,Mainstream Food Buyers
499947,Family & Kids,5,Positive,0.9504,0,1,2010,Mainstream Food Buyers
499947,Quality & Freshness,5,Positive,0.9504,0,1,2010,Mainstream Food Buyers
499947,Repeat Purchase,5,Positive,0.9504,0,1,2010,Mainstream Food Buyers
499948,Health & Nutrition,5,Positive,0.9672,0,1,2011,Mainstream Food Buyers
499948,Taste & Enjoyment,5,Positive,0.9672,0,1,2011,Mainstream Food Buyers
499948,Family & Kids,5,Positive,0.9672,0,1,2011,Mainstream Food Buyers
499948,Value & Bulk Buying,5,Positive,0.9672,0,1,2011,Mainstream Food Buyers
499986,Health & Nutrition,5,Positive,0.9593,0,1,2007,Mainstream Food Buyers
499986,Taste & Enjoyment,5,Positive,0.9593,0,1,2007,Mainstream Food Buyers
499986,Convenience & Speed,5,Positive,0.9593,0,1,2007,Mainstream Food Buyers
499986,Pet Care,5,Positive,0.9593,0,1,2007,Mainstream Food Buyers
499987,Health & Nutrition,5,Positive,0.9027,0,1,2006,Snack & Cooking Enthusiasts
499987,Taste & Enjoyment,5,Positive,0.9027,0,1,2006,Snack & Cooking Enthusiasts
499987,Convenience & Speed,5,Positive,0.9027,0,1,2006,Snack & Cooking Enthusiasts
499987,Value & Bulk Buying,5,Positive,0.9027,0,1,2006,Snack & Cooking Enthusiasts
499987,Repeat Purchase,5,Positive,0.9027,0,1,2006,Snack & Cooking Enthusiasts
499988,Health & Nutrition,5,Positive,0.8957,0,1,2006,Indulgent Snack Seekers
499988,Taste & Enjoyment,5,Positive,0.8957,0,1,2006,Indulgent Snack Seekers
499988,Convenience & Speed,5,Positive,0.8957,0,1,2006,Indulgent Snack Seekers
499988,Family & Kids,5,Positive,0.8957,0,1,2006,Indulgent Snack Seekers
499988,Repeat Purchase,5,Positive,0.8957,0,1,2006,Indulgent Snack Seekers
499989,Health & Nutrition,5,Positive,0.4815,0,1,2011,Indulgent Snack Seekers
499989,Value & Bulk Buying,5,Positive,0.4815,0,1,2011,Indulgent Snack Seekers
499990,Taste & Enjoyment,5,Positive,0.8749,0,1,2010,Indulgent Snack Seekers
499990,Value & Bulk Buying,5,Positive,0.8749,0,1,2010,Indulgent Snack Seekers
499990,Repeat Purchase,5,Positive,0.8749,0,1,2010,Indulgent Snack Seekers
500000,Taste & Enjoyment,5,Positive,0.8567,0,1,2010,Mainstream Food Buyers
500000,Value & Bulk Buying,5,Positive,0.8567,0,1,2010,Mainstream Food Buyers
500000,Quality & Freshness,5,Positive,0.8567,0,1,2010,Mainstream Food Buyers
500001,Health & Nutrition,5,Positive,0.936,0,1,2010,Mainstream Food Buyers
500001,Taste & Enjoyment,5,Positive,0.936,0,1,2010,Mainstream Food Buyers
500001,Convenience & Speed,5,Positive,0.936,0,1,2010,Mainstream Food Buyers
500001,Value & Bulk Buying,5,Positive,0.936,0,1,2010,Mainstream Food Buyers
500084,Health & Nutrition,5,Positive,0.791,0,1,2011,Dedicated Cat Owners
500084,Taste & Enjoyment,5,Positive,0.791,0,1,2011,Dedicated Cat Owners
500084,Family & Kids,5,Positive,0.791,0,1,2011,Dedicated Cat Owners
500084,Pet Care,5,Positive,0.791,0,1,2011,Dedicated Cat Owners
500084,Value & Bulk Buying,5,Positive,0.791,0,1,2011,Dedicated Cat Owners
500084,Quality & Freshness,5,Positive,0.791,0,1,2011,Dedicated Cat Owners
500109,Taste & Enjoyment,3,Neutral,-0.1214,0,1,2008,Mainstream Food Buyers
500109,Family & Kids,3,Neutral,-0.1214,0,1,2008,Mainstream Food Buyers
500109,Gifting & Occasion,3,Neutral,-0.1214,0,1,2008,Mainstream Food Buyers
500110,Pet Care,5,Positive,0.4263,0,1,2008,Mainstream Food Buyers
500110,Value & Bulk Buying,5,Positive,0.4263,0,1,2008,Mainstream Food Buyers
500110,Quality & Freshness,5,Positive,0.4263,0,1,2008,Mainstream Food Buyers
500110,Repeat Purchase,5,Positive,0.4263,0,1,2008,Mainstream Food Buyers
500125,Health & Nutrition,5,Positive,0.9811,0,1,2011,Mainstream Food Buyers
500125,Taste & Enjoyment,5,Positive,0.9811,0,1,2011,Mainstream Food Buyers
500125,Convenience & Speed,5,Positive,0.9811,0,1,2011,Mainstream Food Buyers
500125,Pet Care,5,Positive,0.9811,0,1,2011,Mainstream Food Buyers
500125,Quality & Freshness,5,Positive,0.9811,0,1,2011,Mainstream Food Buyers
500166,Taste & Enjoyment,3,Neutral,-0.09,0,1,2009,Mainstream Food Buyers
500175,Taste & Enjoyment,5,Positive,0.9362,0,1,2012,Mainstream Food Buyers
500175,Value & Bulk Buying,5,Positive,0.9362,0,1,2012,Mainstream Food Buyers
500175,Gifting & Occasion,5,Positive,0.9362,0,1,2012,Mainstream Food Buyers
500183,Convenience & Speed,5,Positive,0.6565,0,1,2010,Mainstream Food Buyers
500183,Family & Kids,5,Positive,0.6565,0,1,2010,Mainstream Food Buyers
500183,Pet Care,5,Positive,0.6565,0,1,2010,Mainstream Food Buyers
500195,Taste & Enjoyment,5,Positive,0.9714,0,1,2012,Mainstream Food Buyers
500195,Value & Bulk Buying,5,Positive,0.9714,0,1,2012,Mainstream Food Buyers
500195,Quality & Freshness,5,Positive,0.9714,0,1,2012,Mainstream Food Buyers
500203,Taste & Enjoyment,5,Positive,0.9752,0,1,2008,Mainstream Food Buyers
500203,Family & Kids,5,Positive,0.9752,0,1,2008,Mainstream Food Buyers
500204,Taste & Enjoyment,3,Neutral,0.2014,0,1,2012,Mainstream Food Buyers
500204,Special Diet,3,Neutral,0.2014,0,1,2012,Mainstream Food Buyers
500204,Gifting & Occasion,3,Neutral,0.2014,0,1,2012,Mainstream Food Buyers
500204,Quality & Freshness,3,Neutral,0.2014,0,1,2012,Mainstream Food Buyers
500204,Repeat Purchase,3,Neutral,0.2014,0,1,2012,Mainstream Food Buyers
500214,Health & Nutrition,1,Negative,0.6368,0,1,2010,Mainstream Food Buyers
500214,Pet Care,1,Negative,0.6368,0,1,2010,Mainstream Food Buyers
500214,Value & Bulk Buying,1,Negative,0.6368,0,1,2010,Mainstream Food Buyers
500214,Repeat Purchase,1,Negative,0.6368,0,1,2010,Mainstream Food Buyers
500215,Taste & Enjoyment,5,Positive,-0.6715,0,1,2011,Mainstream Food Buyers
500215,Pet Care,5,Positive,-0.6715,0,1,2011,Mainstream Food Buyers
500215,Value & Bulk Buying,5,Positive,-0.6715,0,1,2011,Mainstream Food Buyers
500216,Health & Nutrition,5,Positive,0.9844,0,1,2009,Mainstream Food Buyers
500216,Taste & Enjoyment,5,Positive,0.9844,0,1,2009,Mainstream Food Buyers
500216,Quality & Freshness,5,Positive,0.9844,0,1,2009,Mainstream Food Buyers
500216,Repeat Purchase,5,Positive,0.9844,0,1,2009,Mainstream Food Buyers
500217,Health & Nutrition,5,Positive,0.5431,0,1,2010,Mainstream Food Buyers
500217,Taste & Enjoyment,5,Positive,0.5431,0,1,2010,Mainstream Food Buyers
500217,Convenience & Speed,5,Positive,0.5431,0,1,2010,Mainstream Food Buyers
500217,Pet Care,5,Positive,0.5431,0,1,2010,Mainstream Food Buyers
500217,Repeat Purchase,5,Positive,0.5431,0,1,2010,Mainstream Food Buyers
500218,Taste & Enjoyment,5,Positive,0.8764,0,1,2009,Mainstream Food Buyers
500218,Value & Bulk Buying,5,Positive,0.8764,0,1,2009,Mainstream Food Buyers
500218,Quality & Freshness,5,Positive,0.8764,0,1,2009,Mainstream Food Buyers
500248,Health & Nutrition,4,Positive,0.9705,0,1,2010,Coffee Aficionados
500248,Taste & Enjoyment,4,Positive,0.9705,0,1,2010,Coffee Aficionados
500248,Convenience & Speed,4,Positive,0.9705,0,1,2010,Coffee Aficionados
500248,Repeat Purchase,4,Positive,0.9705,0,1,2010,Coffee Aficionados
500249,Taste & Enjoyment,3,Neutral,0.6239,0,1,2009,Mainstream Food Buyers
500249,Family & Kids,3,Neutral,0.6239,0,1,2009,Mainstream Food Buyers
500249,Repeat Purchase,3,Neutral,0.6239,0,1,2009,Mainstream Food Buyers
500377,Health & Nutrition,2,Negative,0.9943,0,1,2012,Tea Drinkers
500377,Taste & Enjoyment,2,Negative,0.9943,0,1,2012,Tea Drinkers
500377,Convenience & Speed,2,Negative,0.9943,0,1,2012,Tea Drinkers
500377,Family & Kids,2,Negative,0.9943,0,1,2012,Tea Drinkers
500377,Special Diet,2,Negative,0.9943,0,1,2012,Tea Drinkers
500378,Health & Nutrition,4,Positive,0.9914,0,1,2012,Mainstream Food Buyers
500378,Taste & Enjoyment,4,Positive,0.9914,0,1,2012,Mainstream Food Buyers
500378,Special Diet,4,Positive,0.9914,0,1,2012,Mainstream Food Buyers
500378,Value & Bulk Buying,4,Positive,0.9914,0,1,2012,Mainstream Food Buyers
500378,Repeat Purchase,4,Positive,0.9914,0,1,2012,Mainstream Food Buyers
500379,Health & Nutrition,2,Negative,0.9625,0,1,2012,Mainstream Food Buyers
500379,Convenience & Speed,2,Negative,0.9625,0,1,2012,Mainstream Food Buyers
500379,Value & Bulk Buying,2,Negative,0.9625,0,1,2012,Mainstream Food Buyers
500379,Gifting & Occasion,2,Negative,0.9625,0,1,2012,Mainstream Food Buyers
500380,Health & Nutrition,2,Negative,0.4939,0,1,2011,Coffee Aficionados
500380,Taste & Enjoyment,2,Negative,0.4939,0,1,2011,Coffee Aficionados
500380,Value & Bulk Buying,2,Negative,0.4939,0,1,2011,Coffee Aficionados
500382,Health & Nutrition,5,Positive,0.9105,0,1,2009,Mainstream Food Buyers
500382,Taste & Enjoyment,5,Positive,0.9105,0,1,2009,Mainstream Food Buyers
500382,Special Diet,5,Positive,0.9105,0,1,2009,Mainstream Food Buyers
500382,Value & Bulk Buying,5,Positive,0.9105,0,1,2009,Mainstream Food Buyers
500383,Unclassified,5,Positive,0.2018,0,1,2008,Mainstream Food Buyers
500496,Health & Nutrition,5,Positive,0.8832,0,1,2008,Mainstream Food Buyers
500496,Taste & Enjoyment,5,Positive,0.8832,0,1,2008,Mainstream Food Buyers
500496,Value & Bulk Buying,5,Positive,0.8832,0,1,2008,Mainstream Food Buyers
500597,Health & Nutrition,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
500597,Taste & Enjoyment,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
500597,Convenience & Speed,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
500597,Family & Kids,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
500597,Quality & Freshness,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
500597,Repeat Purchase,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
500599,Health & Nutrition,5,Positive,0.5491,0,1,2009,Mainstream Food Buyers
500599,Taste & Enjoyment,5,Positive,0.5491,0,1,2009,Mainstream Food Buyers
500599,Family & Kids,5,Positive,0.5491,0,1,2009,Mainstream Food Buyers
500599,Pet Care,5,Positive,0.5491,0,1,2009,Mainstream Food Buyers
500599,Value & Bulk Buying,5,Positive,0.5491,0,1,2009,Mainstream Food Buyers
500599,Repeat Purchase,5,Positive,0.5491,0,1,2009,Mainstream Food Buyers
500600,Value & Bulk Buying,5,Positive,0.964,0,1,2007,Mainstream Food Buyers
500601,Health & Nutrition,4,Positive,0.9758,0,1,2008,Mainstream Food Buyers
500601,Taste & Enjoyment,4,Positive,0.9758,0,1,2008,Mainstream Food Buyers
500601,Convenience & Speed,4,Positive,0.9758,0,1,2008,Mainstream Food Buyers
500601,Family & Kids,4,Positive,0.9758,0,1,2008,Mainstream Food Buyers
500602,Convenience & Speed,5,Positive,0.9842,0,1,2010,Mainstream Food Buyers
500602,Value & Bulk Buying,5,Positive,0.9842,0,1,2010,Mainstream Food Buyers
500602,Repeat Purchase,5,Positive,0.9842,0,1,2010,Mainstream Food Buyers
500604,Health & Nutrition,5,Positive,-0.7537,0,1,2010,Mainstream Food Buyers
500604,Taste & Enjoyment,5,Positive,-0.7537,0,1,2010,Mainstream Food Buyers
500604,Repeat Purchase,5,Positive,-0.7537,0,1,2010,Mainstream Food Buyers
500605,Health & Nutrition,5,Positive,0.9906,0,1,2010,Mainstream Food Buyers
500605,Taste & Enjoyment,5,Positive,0.9906,0,1,2010,Mainstream Food Buyers
500605,Convenience & Speed,5,Positive,0.9906,0,1,2010,Mainstream Food Buyers
500605,Family & Kids,5,Positive,0.9906,0,1,2010,Mainstream Food Buyers
500605,Pet Care,5,Positive,0.9906,0,1,2010,Mainstream Food Buyers
500605,Special Diet,5,Positive,0.9906,0,1,2010,Mainstream Food Buyers
500605,Value & Bulk Buying,5,Positive,0.9906,0,1,2010,Mainstream Food Buyers
500605,Quality & Freshness,5,Positive,0.9906,0,1,2010,Mainstream Food Buyers
500605,Repeat Purchase,5,Positive,0.9906,0,1,2010,Mainstream Food Buyers
500606,Health & Nutrition,4,Positive,0.8644,0,1,2009,Mainstream Food Buyers
500630,Health & Nutrition,5,Positive,-0.8126,0,1,2008,Mainstream Food Buyers
500630,Taste & Enjoyment,5,Positive,-0.8126,0,1,2008,Mainstream Food Buyers
500630,Convenience & Speed,5,Positive,-0.8126,0,1,2008,Mainstream Food Buyers
500630,Pet Care,5,Positive,-0.8126,0,1,2008,Mainstream Food Buyers
